conceptidprognosyrke;fa15nr;bedömning23;bedömning26;yrkesverksamma_antal;andel_kvinnor;andel_män;special;tillträde;pension;efterfråga;pil_2022_tilltr;pil_2026_tilltr;pil_2022_pension;pil_2026_pension;pil_2022_efterfråga;pil_2026_efterfråga;index;svårare_fa15nr;lättare_fa15nr;;;
7uaQ_G64_QWN;11;;;;;;;;;;1,31;1,24;0,26;0,87;1,01;1,01;0;;;;;
7uaQ_G64_QWN;12;;;;;;;;;;1,18;1,14;0,05;2,00;0,98;0,98;0;;;;;
7uaQ_G64_QWN;13;;;;;;;;;;1,22;1,17;0,85;1,21;1,03;1,04;1;;;;;
7uaQ_G64_QWN;14;;;;;;;;;;1,17;1,10;0,75;1,71;1,02;1,01;2;;;;;
7uaQ_G64_QWN;15;;;;;;;;;;1,18;1,13;0,98;1,03;1,03;1,03;4;;;;;
7uaQ_G64_QWN;16;;;;;;;;;;1,17;1,11;0,85;1,11;1,00;1,00;2;;;;;
7uaQ_G64_QWN;17;;;;;;;;;;1,27;1,14;0,32;2,00;1,01;1,01;0;;;;;
7uaQ_G64_QWN;18;;;;;;;;;;1,28;1,19;1,01;1,03;1,01;1,01;3;14;25;;;
7uaQ_G64_QWN;19;;;;;;;;;;1,15;1,11;1,06;0,87;1,02;1,03;1;;;;;
7uaQ_G64_QWN;20;;;;;;;;;;1,23;1,16;0,46;1,39;1,03;1,03;0;;;;;
7uaQ_G64_QWN;21;;;;;;;;;;1,21;1,14;0,54;1,04;1,01;1,01;0;;;;;
7uaQ_G64_QWN;22;;;;;;;;;;1,23;1,16;0,91;1,03;1,02;1,02;3;23;25;;;
7uaQ_G64_QWN;23;;;;;;;;;;1,17;1,14;1,05;1,06;1,04;1,04;5;;;;;
7uaQ_G64_QWN;24;;;;;;;;;;1,21;1,15;0,93;0,91;1,02;1,02;2;;;;;
7uaQ_G64_QWN;25;;;;;;;;;;1,20;1,14;1,18;0,99;1,03;1,03;1;;;;;
7uaQ_G64_QWN;26;;;;;;;;;;1,21;1,17;0,19;2,00;1,00;1,00;0;;;;;
7uaQ_G64_QWN;27;;;;;;;;;;1,17;1,13;1,08;1,12;1,01;1,01;2;;;;;
7uaQ_G64_QWN;28;;;;;;;;;;1,17;1,10;0,11;2,00;0,99;0,98;0;;;;;
7uaQ_G64_QWN;29;;;;;;;;;;0,98;1,01;0,22;0,84;0,96;0,95;0;;;;;
7uaQ_G64_QWN;30;;;;;;;;;;1,02;1,00;0,00;;1,00;1,00;0;;;;;
7uaQ_G64_QWN;31;;;;;;;;;;1,09;1,09;0,00;;0,99;0,99;0;;;;;
7uaQ_G64_QWN;32;;;;;;;;;;1,11;1,08;0,68;0,99;1,00;1,00;0;;;;;
7uaQ_G64_QWN;33;;;;;;;;;;1,11;1,09;0,68;1,03;0,99;0,99;0;;;;;
7uaQ_G64_QWN;34;;;;;;;;;;1,20;1,15;0,74;0,88;1,01;1,01;1;;;;;
7uaQ_G64_QWN;35;;;;;;;;;;1,20;1,15;0,47;1,22;1,00;1,00;0;;;;;
7uaQ_G64_QWN;36;;;;;;;;;;1,19;1,14;0,73;0,74;1,01;1,01;3;23;34;;;
7uaQ_G64_QWN;37;;;;;;;;;;1,23;1,16;0,10;2,00;0,99;0,99;0;;;;;
7uaQ_G64_QWN;38;;;;;;;;;;1,25;1,19;0,27;1,37;1,00;0,99;0;;;;;
7uaQ_G64_QWN;39;;;;;;;;;;1,24;1,22;0,11;0,00;0,99;0,99;0;;;;;
7uaQ_G64_QWN;40;;;;;;;;;;1,22;1,24;0,02;2,00;0,99;0,99;0;;;;;
7uaQ_G64_QWN;41;;;;;;;;;;1,18;1,13;1,15;0,57;1,02;1,02;3;42;34;;;
7uaQ_G64_QWN;42;;;;;;;;;;1,20;1,15;0,96;1,45;1,00;1,00;5;;;;;
7uaQ_G64_QWN;43;;;;;;;;;;1,16;1,15;0,06;1,32;0,97;0,96;0;;;;;
7uaQ_G64_QWN;44;;;;;;;;;;1,18;1,12;0,75;0,92;1,01;1,00;0;;;;;
7uaQ_G64_QWN;45;;;;;;;;;;1,14;1,14;0,12;2,00;0,96;0,96;0;;;;;
7uaQ_G64_QWN;46;;;;;;;;;;1,08;1,08;0,00;2,00;0,98;0,97;0;;;;;
7uaQ_G64_QWN;47;;;;;;;;;;1,67;1,43;0,00;;0,99;1,00;0;;;;;
7uaQ_G64_QWN;48;;;;;;;;;;1,14;1,07;0,89;0,77;1,02;1,03;4;;;;;
7uaQ_G64_QWN;49;;;;;;;;;;1,04;1,04;0,45;1,04;0,99;0,99;0;;;;;
7uaQ_G64_QWN;50;;;;;;;;;;1,20;1,15;0,00;;;;0;;;;;
7uaQ_G64_QWN;51;;;;;;;;;;1,26;1,11;0,01;0,13;1,00;1,00;0;;;;;
7uaQ_G64_QWN;52;;;;;;;;;;1,19;1,14;1,09;0,85;1,00;1,00;0;;;;;
7uaQ_G64_QWN;53;;;;;;;;;;0,88;0,92;0,00;;0,98;0,98;0;;;;;
7uaQ_G64_QWN;54;;;;;;;;;;1,09;1,13;0,22;1,03;0,97;0,98;0;;;;;
7uaQ_G64_QWN;55;;;;;;;;;;1,18;1,13;0,89;0,86;0,99;0,99;1;;;;;
7uaQ_G64_QWN;56;;;;;;;;;;1,37;1,28;0,12;0,45;0,97;0,95;0;;;;;
7uaQ_G64_QWN;57;;;;;;;;;;1,11;1,19;0,00;;0,98;0,98;0;;;;;
7uaQ_G64_QWN;58;;;;;;;;;;1,01;0,95;0,00;;0,96;0,96;0;;;;;
7uaQ_G64_QWN;59;;;;;;;;;;1,17;1,10;0,47;1,28;0,96;0,95;0;;;;;
7uaQ_G64_QWN;60;;;;;;;;;;1,11;1,03;0,10;2,00;0,98;0,97;0;;;;;
8cNH_Yrn_Eqs;0;2;2;13610;4;96;2;3;3;3;1,00;1,00;1,07;1,07;1,02;0,98;;;;;;
8cNH_Yrn_Eqs;1;;;;;;;;;;1,02;1,03;1,13;1,21;1,02;0,98;5;;;;;
8cNH_Yrn_Eqs;2;;;;;;;;;;1,01;1,00;1,08;1,16;0,98;0,98;3;1;4;;;
8cNH_Yrn_Eqs;3;;;;;;;;;;0,99;0,99;0,79;1,67;1,05;0,98;3;9;4;;;
8cNH_Yrn_Eqs;4;;;;;;;;;;1,03;1,03;1,07;0,76;1,21;0,98;1;;;;;
8cNH_Yrn_Eqs;5;;;;;;;;;;1,03;1,04;1,13;0,91;1,00;0,98;1;;;;;
8cNH_Yrn_Eqs;6;;;;;;;;;;1,03;1,03;1,01;1,31;1,08;0,98;3;1;5;;;
8cNH_Yrn_Eqs;7;;;;;;;;;;1,01;1,01;0,82;0,97;1,05;0,98;2;;;;;
8cNH_Yrn_Eqs;8;;;;;;;;;;1,03;1,03;0,85;1,08;1,03;0,98;2;;;;;
8cNH_Yrn_Eqs;9;;;;;;;;;;1,03;1,03;0,90;1,09;0,94;0,98;4;;;;;
8cNH_Yrn_Eqs;10;;;;;;;;;;1,00;1,00;1,12;1,96;0,95;0,98;1;;;;;
8cNH_Yrn_Eqs;11;;;;;;;;;;1,01;1,02;1,09;1,37;1,06;0,98;0;;;;;
8cNH_Yrn_Eqs;12;;;;;;;;;;1,00;0,99;0,69;1,04;0,93;0,98;0;;;;;
8cNH_Yrn_Eqs;13;;;;;;;;;;1,01;1,02;0,87;0,91;1,09;0,98;3;14;7;;;
8cNH_Yrn_Eqs;14;;;;;;;;;;1,01;1,01;0,68;1,02;1,06;0,98;4;;;;;
8cNH_Yrn_Eqs;15;;;;;;;;;;1,00;1,00;0,89;0,98;1,01;0,98;5;;;;;
8cNH_Yrn_Eqs;16;;;;;;;;;;0,99;0,99;0,92;1,43;1,01;0,98;2;;;;;
8cNH_Yrn_Eqs;17;;;;;;;;;;1,03;1,03;1,03;1,09;1,01;0,98;2;;;;;
8cNH_Yrn_Eqs;18;;;;;;;;;;1,01;1,01;1,02;1,05;1,04;0,98;4;;;;;
8cNH_Yrn_Eqs;19;;;;;;;;;;1,02;1,01;0,98;1,16;1,04;0,98;2;;;;;
8cNH_Yrn_Eqs;20;;;;;;;;;;1,01;1,03;0,50;0,91;1,29;0,98;0;;;;;
8cNH_Yrn_Eqs;21;;;;;;;;;;1,00;1,01;0,75;1,25;1,07;0,98;3;23;19;;;
8cNH_Yrn_Eqs;22;;;;;;;;;;1,01;1,01;0,82;0,92;0,94;0,98;5;;;;;
8cNH_Yrn_Eqs;23;;;;;;;;;;1,00;1,01;0,89;0,95;1,04;0,98;5;;;;;
8cNH_Yrn_Eqs;24;;;;;;;;;;1,00;1,00;1,04;1,03;1,03;0,98;5;;;;;
8cNH_Yrn_Eqs;25;;;;;;;;;;1,01;1,02;0,90;1,02;1,01;0,98;4;;;;;
8cNH_Yrn_Eqs;26;;;;;;;;;;0,98;0,98;0,70;0,89;0,96;0,98;0;;;;;
8cNH_Yrn_Eqs;27;;;;;;;;;;1,02;1,01;1,19;1,29;0,99;0,98;2;;;;;
8cNH_Yrn_Eqs;28;;;;;;;;;;1,02;1,01;0,49;1,40;1,03;0,98;0;;;;;
8cNH_Yrn_Eqs;29;;;;;;;;;;1,03;1,03;0,28;1,35;1,06;0,98;0;;;;;
8cNH_Yrn_Eqs;30;;;;;;;;;;1,07;1,09;0,02;2,00;1,20;0,98;0;;;;;
8cNH_Yrn_Eqs;31;;;;;;;;;;1,01;1,03;0,07;1,57;1,07;0,98;0;;;;;
8cNH_Yrn_Eqs;32;;;;;;;;;;0,98;0,97;0,58;1,78;1,03;0,98;2;;;;;
8cNH_Yrn_Eqs;33;;;;;;;;;;1,01;1,01;0,71;0,87;1,05;0,98;0;;;;;
8cNH_Yrn_Eqs;34;;;;;;;;;;1,02;1,01;1,15;0,83;1,03;0,98;5;;;;;
8cNH_Yrn_Eqs;35;;;;;;;;;;1,03;1,03;0,48;0,96;1,08;0,98;0;;;;;
8cNH_Yrn_Eqs;36;;;;;;;;;;0,98;0,98;1,04;1,21;1,05;0,98;4;;;;;
8cNH_Yrn_Eqs;37;;;;;;;;;;0,99;0,97;0,95;1,00;1,01;0,98;1;;;;;
8cNH_Yrn_Eqs;38;;;;;;;;;;0,97;0,97;0,98;1,24;1,04;0,98;1;;;;;
8cNH_Yrn_Eqs;39;;;;;;;;;;1,03;1,03;1,01;1,37;1,05;0,98;0;;;;;
8cNH_Yrn_Eqs;40;;;;;;;;;;0,99;1,00;0,42;0,19;0,98;0,98;0;;;;;
8cNH_Yrn_Eqs;41;;;;;;;;;;0,97;0,98;0,87;0,85;0,99;0,98;4;;;;;
8cNH_Yrn_Eqs;42;;;;;;;;;;0,99;0,98;0,92;0,88;1,01;0,98;4;;;;;
8cNH_Yrn_Eqs;43;;;;;;;;;;1,00;1,01;0,54;1,35;0,99;0,98;0;;;;;
8cNH_Yrn_Eqs;44;;;;;;;;;;1,03;1,02;1,18;1,08;1,05;0,98;1;;;;;
8cNH_Yrn_Eqs;45;;;;;;;;;;0,96;0,97;0,25;2,00;1,12;0,98;0;;;;;
8cNH_Yrn_Eqs;46;;;;;;;;;;0,99;0,98;0,67;1,10;1,21;0,98;0;;;;;
8cNH_Yrn_Eqs;47;;;;;;;;;;1,16;1,17;0,23;0,33;0,90;0,98;0;;;;;
8cNH_Yrn_Eqs;48;;;;;;;;;;1,02;1,02;0,75;1,07;1,19;0,98;5;;;;;
8cNH_Yrn_Eqs;49;;;;;;;;;;1,06;1,07;0,57;0,98;1,06;0,98;0;;;;;
8cNH_Yrn_Eqs;50;;;;;;;;;;1,05;1,05;0,03;0,00;1,05;0,98;0;;;;;
8cNH_Yrn_Eqs;51;;;;;;;;;;1,08;1,09;0,32;2,00;1,02;0,98;0;;;;;
8cNH_Yrn_Eqs;52;;;;;;;;;;1,02;1,01;0,94;0,85;1,03;0,98;3;48;44;;;
8cNH_Yrn_Eqs;53;;;;;;;;;;1,02;1,02;0,06;2,00;0,88;0,98;0;;;;;
8cNH_Yrn_Eqs;54;;;;;;;;;;1,01;1,03;0,00;;0,86;0,98;0;;;;;
8cNH_Yrn_Eqs;55;;;;;;;;;;1,00;0,99;0,97;1,27;1,04;0,98;3;48;6;;;
8cNH_Yrn_Eqs;56;;;;;;;;;;1,00;1,00;0,29;0,70;0,96;0,98;0;;;;;
8cNH_Yrn_Eqs;57;;;;;;;;;;1,13;1,16;0,22;0,00;1,26;0,98;0;;;;;
8cNH_Yrn_Eqs;58;;;;;;;;;;0,97;0,98;0,02;2,00;1,18;0,98;0;;;;;
8cNH_Yrn_Eqs;59;;;;;;;;;;1,00;0,99;0,68;0,83;0,99;0,98;0;;;;;
8cNH_Yrn_Eqs;60;;;;;;;;;;1,01;1,01;0,32;2,00;1,05;0,98;1;;;;;
8YxF_HQj_qsT;0;3;3;6491;100;0;4;3;3;3;1,11;1,11;0,73;0,68;1,02;1,03;;;;;;
8YxF_HQj_qsT;1;;;;;;;;;;1,12;1,10;0,70;0,68;1,03;1,04;4;;;;;
8YxF_HQj_qsT;2;;;;;;;;;;1,10;1,08;0,43;0,84;1,01;1,01;0;;;;;
8YxF_HQj_qsT;3;;;;;;;;;;1,06;1,03;0,80;0,93;1,01;1,01;0;;;;;
8YxF_HQj_qsT;4;;;;;;;;;;1,04;1,07;0,00;1,52;1,02;1,02;0;;;;;
8YxF_HQj_qsT;5;;;;;;;;;;1,14;1,12;0,00;2,00;1,03;1,04;0;;;;;
8YxF_HQj_qsT;6;;;;;;;;;;1,11;1,07;0,60;1,15;1,03;1,04;0;;;;;
8YxF_HQj_qsT;7;;;;;;;;;;1,18;1,15;0,40;0,57;1,01;1,01;0;;;;;
8YxF_HQj_qsT;8;;;;;;;;;;1,17;1,15;0,49;0,61;1,03;1,04;0;;;;;
8YxF_HQj_qsT;9;;;;;;;;;;1,13;1,10;0,73;0,64;1,03;1,03;2;;;;;
8YxF_HQj_qsT;10;;;;;;;;;;1,04;1,01;0,05;2,00;1,00;1,00;0;;;;;
8YxF_HQj_qsT;11;;;;;;;;;;1,23;1,19;0,37;1,55;1,01;1,01;0;;;;;
8YxF_HQj_qsT;12;;;;;;;;;;1,18;1,15;0,00;2,00;0,98;0,98;0;;;;;
8YxF_HQj_qsT;13;;;;;;;;;;1,15;1,14;0,68;0,71;1,03;1,04;4;;;;;
8YxF_HQj_qsT;14;;;;;;;;;;1,11;1,08;0,72;1,22;1,02;1,01;1;;;;;
8YxF_HQj_qsT;15;;;;;;;;;;1,11;1,10;0,72;0,63;1,03;1,03;3;1;14;;;
8YxF_HQj_qsT;16;;;;;;;;;;1,12;1,09;0,57;0,96;1,00;1,00;3;19;27;;;
8YxF_HQj_qsT;17;;;;;;;;;;1,20;1,13;0,60;0,88;1,01;1,01;0;;;;;
8YxF_HQj_qsT;18;;;;;;;;;;1,18;1,14;0,74;0,87;1,01;1,01;1;;;;;
8YxF_HQj_qsT;19;;;;;;;;;;1,08;1,07;0,65;0,78;1,02;1,03;5;;;;;
8YxF_HQj_qsT;20;;;;;;;;;;1,22;1,17;0,66;0,74;1,03;1,03;0;;;;;
8YxF_HQj_qsT;21;;;;;;;;;;1,18;1,13;0,49;0,61;1,01;1,01;0;;;;;
8YxF_HQj_qsT;22;;;;;;;;;;1,14;1,11;0,44;0,82;1,02;1,02;0;;;;;
8YxF_HQj_qsT;23;;;;;;;;;;1,12;1,10;0,69;0,70;1,04;1,04;4;;;;;
8YxF_HQj_qsT;24;;;;;;;;;;1,15;1,11;0,78;0,83;1,02;1,02;2;;;;;
8YxF_HQj_qsT;25;;;;;;;;;;1,13;1,11;0,81;0,62;1,03;1,03;3;19;24;;;
8YxF_HQj_qsT;26;;;;;;;;;;1,10;1,07;0,15;2,00;1,00;1,00;0;;;;;
8YxF_HQj_qsT;27;;;;;;;;;;1,11;1,09;0,80;0,70;1,01;1,01;2;;;;;
8YxF_HQj_qsT;28;;;;;;;;;;1,19;1,12;0,22;0,76;0,99;0,98;0;;;;;
8YxF_HQj_qsT;29;;;;;;;;;;1,01;1,03;0,00;;0,96;0,95;0;;;;;
8YxF_HQj_qsT;30;;;;;;;;;;1,01;0,99;0,12;0,00;1,00;1,00;0;;;;;
8YxF_HQj_qsT;31;;;;;;;;;;0,99;0,99;0,16;0,00;;;0;;;;;
8YxF_HQj_qsT;32;;;;;;;;;;1,12;1,10;0,12;2,00;1,00;1,00;0;;;;;
8YxF_HQj_qsT;33;;;;;;;;;;1,14;1,11;0,35;0,82;0,99;0,99;0;;;;;
8YxF_HQj_qsT;34;;;;;;;;;;1,19;1,16;0,64;0,55;1,01;1,01;1;;;;;
8YxF_HQj_qsT;35;;;;;;;;;;1,21;1,18;0,54;0,39;1,00;1,00;0;;;;;
8YxF_HQj_qsT;36;;;;;;;;;;1,11;1,08;0,56;1,17;1,01;1,01;0;;;;;
8YxF_HQj_qsT;37;;;;;;;;;;1,19;1,14;0,27;0,75;0,99;0,99;0;;;;;
8YxF_HQj_qsT;38;;;;;;;;;;1,22;1,17;0,84;0,65;1,00;0,99;0;;;;;
8YxF_HQj_qsT;39;;;;;;;;;;1,22;1,19;0,00;;0,99;0,99;0;;;;;
8YxF_HQj_qsT;40;;;;;;;;;;1,16;1,17;0,00;;0,99;0,99;0;;;;;
8YxF_HQj_qsT;41;;;;;;;;;;1,15;1,13;0,61;0,70;1,02;1,02;0;;;;;
8YxF_HQj_qsT;42;;;;;;;;;;1,13;1,10;0,51;0,69;1,00;1,00;0;;;;;
8YxF_HQj_qsT;43;;;;;;;;;;1,07;1,07;;;0,97;0,96;0;;;;;
8YxF_HQj_qsT;44;;;;;;;;;;1,13;1,11;0,31;1,13;1,01;1,00;0;;;;;
8YxF_HQj_qsT;45;;;;;;;;;;1,03;1,02;0,07;2,00;0,96;0,96;0;;;;;
8YxF_HQj_qsT;46;;;;;;;;;;1,10;1,07;0,00;;0,98;0,97;0;;;;;
8YxF_HQj_qsT;47;;;;;;;;;;1,57;1,41;0,00;;;;0;;;;;
8YxF_HQj_qsT;48;;;;;;;;;;1,08;1,06;0,58;0,75;1,02;1,03;5;;;;;
8YxF_HQj_qsT;49;;;;;;;;;;0,95;0,97;0,00;0,46;0,99;0,99;0;;;;;
8YxF_HQj_qsT;50;;;;;;;;;;1,24;1,17;0,00;;;;0;;;;;
8YxF_HQj_qsT;51;;;;;;;;;;1,21;1,13;0,00;;1,00;1,00;0;;;;;
8YxF_HQj_qsT;52;;;;;;;;;;1,14;1,10;0,37;1,83;;;0;;;;;
8YxF_HQj_qsT;53;;;;;;;;;;0,84;0,87;0,00;;0,98;0,98;0;;;;;
8YxF_HQj_qsT;54;;;;;;;;;;0,86;0,89;0,11;1,08;0,97;0,98;0;;;;;
8YxF_HQj_qsT;55;;;;;;;;;;1,12;1,09;0,66;0,67;0,99;0,99;5;;;;;
8YxF_HQj_qsT;56;;;;;;;;;;1,25;1,16;0,00;;;;0;;;;;
8YxF_HQj_qsT;57;;;;;;;;;;1,10;1,15;;;;;0;;;;;
8YxF_HQj_qsT;58;;;;;;;;;;0,92;0,95;0,27;0,00;;;0;;;;;
8YxF_HQj_qsT;59;;;;;;;;;;1,06;0,99;0,01;2,00;0,96;0,95;0;;;;;
8YxF_HQj_qsT;60;;;;;;;;;;1,03;0,99;0,27;0,12;0,98;0,97;0;;;;;
93PW_DJa_ZSr;0;2;2;3123;2;98;2;3;3;3;1,01;1,01;0,93;0,91;1,04;1,08;;;;;;
93PW_DJa_ZSr;1;;;;;;;;;;1,03;1,04;1,00;1,05;1,12;1,08;;;;;;
93PW_DJa_ZSr;2;;;;;;;;;;1,02;1,01;0,46;1,05;1,05;1,08;;;;;;
93PW_DJa_ZSr;3;;;;;;;;;;1,00;1,00;0,35;1,25;1,07;1,08;;;;;;
93PW_DJa_ZSr;4;;;;;;;;;;1,04;1,04;0,05;0,00;1,12;1,08;;;;;;
93PW_DJa_ZSr;5;;;;;;;;;;1,04;1,04;0,00;;0,82;1,08;;;;;;
93PW_DJa_ZSr;6;;;;;;;;;;1,04;1,03;0,66;0,53;1,18;1,08;;;;;;
93PW_DJa_ZSr;7;;;;;;;;;;1,01;1,01;0,18;1,25;1,02;1,08;;;;;;
93PW_DJa_ZSr;8;;;;;;;;;;1,04;1,04;0,02;2,00;1,06;1,08;;;;;;
93PW_DJa_ZSr;9;;;;;;;;;;1,04;1,03;0,07;2,00;0,98;1,08;;;;;;
93PW_DJa_ZSr;10;;;;;;;;;;1,02;1,02;0,14;0,00;0,99;1,08;;;;;;
93PW_DJa_ZSr;11;;;;;;;;;;1,02;1,03;0,25;0,81;1,00;1,08;;;;;;
93PW_DJa_ZSr;12;;;;;;;;;;0,98;0,97;0,00;;1,09;1,08;;;;;;
93PW_DJa_ZSr;13;;;;;;;;;;1,03;1,02;0,83;0,93;1,09;1,08;;;;;;
93PW_DJa_ZSr;14;;;;;;;;;;1,03;1,02;0,41;1,03;1,08;1,08;;;;;;
93PW_DJa_ZSr;15;;;;;;;;;;1,01;1,01;0,78;0,91;1,06;1,08;;;;;;
93PW_DJa_ZSr;16;;;;;;;;;;1,01;1,00;1,02;0,96;1,01;1,08;;;;;;
93PW_DJa_ZSr;17;;;;;;;;;;1,04;1,04;0,39;0,66;1,08;1,08;;;;;;
93PW_DJa_ZSr;18;;;;;;;;;;1,01;1,01;0,58;0,76;1,08;1,08;;;;;;
93PW_DJa_ZSr;19;;;;;;;;;;1,04;1,02;0,99;0,87;1,01;1,08;;;;;;
93PW_DJa_ZSr;20;;;;;;;;;;1,02;1,03;0,23;0,66;1,06;1,08;;;;;;
93PW_DJa_ZSr;21;;;;;;;;;;1,00;1,02;0,36;0,72;0,90;1,08;;;;;;
93PW_DJa_ZSr;22;;;;;;;;;;1,02;1,01;0,26;1,71;0,97;1,08;;;;;;
93PW_DJa_ZSr;23;;;;;;;;;;1,02;1,02;0,93;0,95;1,04;1,08;;;;;;
93PW_DJa_ZSr;24;;;;;;;;;;1,02;1,01;0,37;1,96;1,02;1,08;;;;;;
93PW_DJa_ZSr;25;;;;;;;;;;1,02;1,02;0,68;1,16;0,94;1,08;;;;;;
93PW_DJa_ZSr;26;;;;;;;;;;0,99;0,99;0,00;;2,00;1,08;;;;;;
93PW_DJa_ZSr;27;;;;;;;;;;1,03;1,02;0,69;0,69;0,98;1,08;;;;;;
93PW_DJa_ZSr;28;;;;;;;;;;1,02;1,01;0,67;0,87;1,06;1,08;;;;;;
93PW_DJa_ZSr;29;;;;;;;;;;1,06;1,06;0,61;0,23;0,96;1,08;;;;;;
93PW_DJa_ZSr;30;;;;;;;;;;1,10;1,12;0,00;;2,00;1,08;;;;;;
93PW_DJa_ZSr;31;;;;;;;;;;1,07;1,08;0,42;0,97;1,04;1,08;;;;;;
93PW_DJa_ZSr;32;;;;;;;;;;0,99;0,97;0,37;1,05;1,18;1,08;;;;;;
93PW_DJa_ZSr;33;;;;;;;;;;1,01;1,01;0,11;2,00;1,05;1,08;;;;;;
93PW_DJa_ZSr;34;;;;;;;;;;1,03;1,02;0,91;0,76;1,02;1,08;;;;;;
93PW_DJa_ZSr;35;;;;;;;;;;1,05;1,06;0,37;1,43;1,04;1,08;;;;;;
93PW_DJa_ZSr;36;;;;;;;;;;0,99;0,98;0,45;1,11;1,07;1,08;;;;;;
93PW_DJa_ZSr;37;;;;;;;;;;0,99;0,98;0,42;1,21;1,02;1,08;;;;;;
93PW_DJa_ZSr;38;;;;;;;;;;0,98;0,97;0,39;0,68;1,07;1,08;;;;;;
93PW_DJa_ZSr;39;;;;;;;;;;1,05;1,05;0,04;1,22;1,01;1,08;;;;;;
93PW_DJa_ZSr;40;;;;;;;;;;1,00;1,00;0,25;0,80;0,99;1,08;;;;;;
93PW_DJa_ZSr;41;;;;;;;;;;0,98;0,99;0,79;0,63;1,09;1,08;;;;;;
93PW_DJa_ZSr;42;;;;;;;;;;1,00;0,99;0,55;1,27;1,13;1,08;;;;;;
93PW_DJa_ZSr;43;;;;;;;;;;1,02;1,03;0,28;0,00;0,87;1,08;;;;;;
93PW_DJa_ZSr;44;;;;;;;;;;1,04;1,04;0,56;0,83;1,05;1,08;;;;;;
93PW_DJa_ZSr;45;;;;;;;;;;0,97;0,97;0,37;0,17;1,07;1,08;;;;;;
93PW_DJa_ZSr;46;;;;;;;;;;1,00;0,98;0,00;;1,25;1,08;;;;;;
93PW_DJa_ZSr;47;;;;;;;;;;1,21;1,21;0,00;;1,13;1,08;;;;;;
93PW_DJa_ZSr;48;;;;;;;;;;1,04;1,03;0,21;2,00;1,16;1,08;;;;;;
93PW_DJa_ZSr;49;;;;;;;;;;1,08;1,08;0,01;2,00;2,00;1,08;;;;;;
93PW_DJa_ZSr;50;;;;;;;;;;1,06;1,06;0,14;1,25;1,21;1,08;;;;;;
93PW_DJa_ZSr;51;;;;;;;;;;1,09;1,09;0,30;1,43;1,05;1,08;;;;;;
93PW_DJa_ZSr;52;;;;;;;;;;1,03;1,02;0,22;2,00;2,00;1,08;;;;;;
93PW_DJa_ZSr;53;;;;;;;;;;1,04;1,04;0,01;0,88;0,98;1,08;;;;;;
93PW_DJa_ZSr;54;;;;;;;;;;1,00;1,01;0,00;;1,50;1,08;;;;;;
93PW_DJa_ZSr;55;;;;;;;;;;1,02;0,99;0,43;1,20;1,04;1,08;;;;;;
93PW_DJa_ZSr;56;;;;;;;;;;0,99;0,99;0,53;0,50;1,21;1,08;;;;;;
93PW_DJa_ZSr;57;;;;;;;;;;1,14;1,18;0,00;;1,11;1,08;;;;;;
93PW_DJa_ZSr;58;;;;;;;;;;0,98;0,98;0,40;0,89;1,13;1,08;;;;;;
93PW_DJa_ZSr;59;;;;;;;;;;1,01;1,00;0,27;0,83;1,06;1,08;;;;;;
93PW_DJa_ZSr;60;;;;;;;;;;1,03;1,02;0,38;1,28;0,96;1,08;;;;;;
aFxP_hvC_MFv;0;1;1;7266;4;96;;3;3;3;1,02;1,03;1,02;1,11;1,06;1,08;;;;;;
aFxP_hvC_MFv;1;;;;;;;;;;1,03;1,04;0,95;1,10;1,13;1,08;3;15;23;;;
aFxP_hvC_MFv;2;;;;;;;;;;1,02;1,02;0,70;1,34;1,05;1,08;2;;;;;
aFxP_hvC_MFv;3;;;;;;;;;;1,00;1,01;0,16;2,00;1,12;1,08;0;;;;;
aFxP_hvC_MFv;4;;;;;;;;;;1,08;1,08;0,00;2,00;0,98;1,08;0;;;;;
aFxP_hvC_MFv;5;;;;;;;;;;1,04;1,07;0,04;2,00;1,07;1,08;0;;;;;
aFxP_hvC_MFv;6;;;;;;;;;;1,04;1,04;0,42;1,69;1,10;1,08;0;;;;;
aFxP_hvC_MFv;7;;;;;;;;;;1,04;1,03;0,33;0,56;1,21;1,08;0;;;;;
aFxP_hvC_MFv;8;;;;;;;;;;1,04;1,05;0,11;2,00;1,10;1,08;0;;;;;
aFxP_hvC_MFv;9;;;;;;;;;;1,04;1,05;0,57;0,97;1,22;1,08;0;;;;;
aFxP_hvC_MFv;10;;;;;;;;;;1,00;1,01;0,47;0,22;1,09;1,08;0;;;;;
aFxP_hvC_MFv;11;;;;;;;;;;1,04;1,06;0,32;1,57;1,02;1,08;0;;;;;
aFxP_hvC_MFv;12;;;;;;;;;;1,02;1,01;1,02;0,95;2,00;1,08;1;;;;;
aFxP_hvC_MFv;13;;;;;;;;;;1,03;1,04;0,88;0,95;0,96;1,08;5;;;;;
aFxP_hvC_MFv;14;;;;;;;;;;1,03;1,03;0,22;2,00;1,12;1,08;0;;;;;
aFxP_hvC_MFv;15;;;;;;;;;;1,02;1,03;1,02;1,13;1,05;1,08;4;;;;;
aFxP_hvC_MFv;16;;;;;;;;;;1,01;1,01;0,79;1,03;1,05;1,08;1;;;;;
aFxP_hvC_MFv;17;;;;;;;;;;1,04;1,05;0,30;1,11;1,03;1,08;0;;;;;
